sample_id,session_id,split,beam_layer,distance_m,velocity_mps,true_range_index,true_velocity_index,mat_path,H_global_velocity_index,H_global_range_index,H_global_velocity_offset,H_global_range_offset,H_global_peak_db,H_local_velocity_index,H_local_range_index,H_local_velocity_offset,H_local_range_offset,H_local_abs_velocity_offset,H_local_abs_range_offset,H_local_peak_db,H_label_db,H_local_peak_minus_label_db,V_global_velocity_index,V_global_range_index,V_global_velocity_offset,V_global_range_offset,V_global_peak_db,V_local_velocity_index,V_local_range_index,V_local_velocity_offset,V_local_range_offset,V_local_abs_velocity_offset,V_local_abs_range_offset,V_local_peak_db,V_label_db,V_local_peak_minus_label_db,H_minus_V_local_range_index,H_minus_V_local_velocity_index,H_minus_V_local_peak_db,distance_bin,velocity_bin
20260202_144939_beam4,20260202_144939,train,4,1980.0,3.11,65,47,data/raw/IQ_Data/20260202_144939_beam4.mat,64,8,17,-57,61.90546417236328,47,68,0,3,0,3,30.977703094482422,30.62540054321289,0.35230255126953125,64,8,17,-57,61.17835998535156,47,68,0,3,0,3,26.300642013549805,25.8640193939209,0.43662261962890625,0,0,4.677061080932617,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144939_beam5,20260202_144939,train,5,1980.0,3.11,65,47,data/raw/IQ_Data/20260202_144939_beam5.mat,64,8,17,-57,54.81843948364258,47,62,0,-3,0,3,21.7257022857666,20.7869873046875,0.9387149810791016,64,8,17,-57,55.598114013671875,47,61,0,-4,0,4,16.777496337890625,15.542465209960938,1.2350311279296875,1,0,4.948205947875977,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144947_beam1,20260202_144947,train,1,2040.0,5.85,67,32,data/raw/IQ_Data/20260202_144947_beam1.mat,64,8,32,-59,60.35731506347656,32,71,0,4,0,4,25.934736251831055,25.187082290649414,0.7476539611816406,64,24,32,-43,59.95588684082031,32,71,0,4,0,4,24.931610107421875,24.490482330322266,0.4411277770996094,0,0,1.0031261444091797,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144947_beam2,20260202_144947,train,2,2010.0,5.85,66,32,data/raw/IQ_Data/20260202_144947_beam2.mat,64,8,32,-58,60.785980224609375,32,71,0,5,0,5,28.308639526367188,27.682580947875977,0.6260585784912109,64,8,32,-58,61.800872802734375,32,71,0,5,0,5,27.448013305664062,26.723363876342773,0.7246494293212891,0,0,0.860626220703125,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144947_beam3,20260202_144947,train,3,2040.0,5.85,67,32,data/raw/IQ_Data/20260202_144947_beam3.mat,64,8,32,-59,61.20784378051758,32,71,0,4,0,4,35.59413528442383,34.863677978515625,0.7304573059082031,64,8,32,-59,61.07894515991211,32,71,0,4,0,4,34.8388671875,34.19882583618164,0.6400413513183594,0,0,0.7552680969238281,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144947_beam4,20260202_144947,train,4,2040.0,5.85,67,32,data/raw/IQ_Data/20260202_144947_beam4.mat,64,8,32,-59,61.90721893310547,32,71,0,4,0,4,31.226810455322266,30.458168029785156,0.7686424255371094,64,8,32,-59,61.18118667602539,32,71,0,4,0,4,30.47979164123535,29.905899047851562,0.5738925933837891,0,0,0.7470188140869141,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144947_beam5,20260202_144947,train,5,2010.0,5.85,66,32,data/raw/IQ_Data/20260202_144947_beam5.mat,64,8,32,-58,54.82126235961914,32,71,0,5,0,5,21.459474563598633,19.71278953552246,1.7466850280761719,64,8,32,-58,55.60173034667969,32,71,0,5,0,5,20.356931686401367,19.525638580322266,0.8312931060791016,0,0,1.1025428771972656,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144955_beam1,20260202_144955,train,1,2070.0,5.85,68,32,data/raw/IQ_Data/20260202_144955_beam1.mat,64,26,32,-42,64.62643432617188,32,65,0,-3,0,3,25.95527458190918,25.44462013244629,0.5106544494628906,64,24,32,-44,63.67921447753906,32,71,0,3,0,3,24.297725677490234,23.93256378173828,0.3651618957519531,-6,0,1.6575489044189453,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144955_beam2,20260202_144955,train,2,2070.0,6.03,68,31,data/raw/IQ_Data/20260202_144955_beam2.mat,64,24,33,-44,63.16819763183594,32,65,1,-3,1,3,32.4375114440918,28.99693489074707,3.4405765533447266,64,24,33,-44,65.12955474853516,32,73,1,5,1,5,30.87905502319336,27.527782440185547,3.3512725830078125,-8,0,1.5584564208984375,"[1800.0, 2100.0)","[6.0, 8.0)"
20260202_144955_beam3,20260202_144955,train,3,2070.0,5.85,68,32,data/raw/IQ_Data/20260202_144955_beam3.mat,64,24,32,-44,63.216285705566406,32,71,0,3,0,3,33.88356018066406,33.705257415771484,0.17830276489257812,64,24,32,-44,63.70628356933594,32,69,0,1,0,1,32.51984405517578,32.3763427734375,0.14350128173828125,2,0,1.3637161254882812,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144955_beam4,20260202_144955,train,4,2070.0,5.85,68,32,data/raw/IQ_Data/20260202_144955_beam4.mat,64,8,32,-60,61.9062385559082,32,71,0,3,0,3,28.524864196777344,28.143856048583984,0.3810081481933594,64,8,32,-60,61.179832458496094,32,69,0,1,0,1,27.224613189697266,26.884090423583984,0.34052276611328125,2,0,1.3002510070800781,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144955_beam5,20260202_144955,train,5,2100.0,5.85,69,32,data/raw/IQ_Data/20260202_144955_beam5.mat,64,24,32,-45,55.25471115112305,32,71,0,2,0,2,17.796188354492188,17.784292221069336,0.011896133422851562,64,36,32,-33,56.11217498779297,32,72,0,3,0,3,16.151365280151367,14.072999000549316,2.078366279602051,-1,0,1.6448230743408203,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_145004_beam1,20260202_145004,test,1,2130.0,5.3,70,35,data/raw/IQ_Data/20260202_145004_beam1.mat,64,24,29,-46,62.42997741699219,35,74,0,4,0,4,16.365131378173828,14.517370223999023,1.8477611541748047,64,24,29,-46,63.26911163330078,36,66,1,-4,1,4,25.186668395996094,24.593936920166016,0.5927314758300781,8,-1,-8.821537017822266,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_145004_beam2,20260202_145004,test,2,2130.0,5.3,70,35,data/raw/IQ_Data/20260202_145004_beam2.mat,64,24,29,-46,61.05868911743164,36,73,1,3,1,3,19.362642288208008,16.85062599182129,2.5120162963867188,64,8,29,-62,61.805171966552734,35,66,0,-4,0,4,35.495819091796875,34.78641128540039,0.7094078063964844,7,1,-16.133176803588867,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_145004_beam3,20260202_145004,test,3,2130.0,5.3,70,35,data/raw/IQ_Data/20260202_145004_beam3.mat,64,8,29,-62,61.20832824707031,36,73,1,3,1,3,18.78577995300293,16.309282302856445,2.4764976501464844,64,8,29,-62,61.08005905151367,35,66,0,-4,0,4,34.888126373291016,34.19795608520508,0.6901702880859375,7,1,-16.102346420288086,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_145004_beam4,20260202_145004,test,4,2130.0,5.3,70,35,data/raw/IQ_Data/20260202_145004_beam4.mat,64,8,29,-62,61.90501403808594,35,74,0,4,0,4,14.97423267364502,12.32321834564209,2.6510143280029297,64,24,29,-46,61.34564208984375,35,66,0,-4,0,4,23.919057846069336,22.969554901123047,0.9495029449462891,8,0,-8.944825172424316,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_145012_beam1,20260202_145012,val,1,2190.0,5.12,72,36,data/raw/IQ_Data/20260202_145012_beam1.mat,64,24,28,-48,60.40388107299805,37,76,1,4,1,4,17.09719467163086,12.656396865844727,4.440797805786133,64,24,28,-48,62.7194938659668,37,73,1,1,1,1,16.10108184814453,12.675300598144531,3.42578125,3,0,0.9961128234863281,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_145012_beam2,20260202_145012,val,2,2160.0,5.12,71,36,data/raw/IQ_Data/20260202_145012_beam2.mat,64,24,28,-47,61.237831115722656,37,73,1,2,1,2,21.264307022094727,19.988327026367188,1.275979995727539,64,24,28,-47,63.060768127441406,37,71,1,0,1,0,20.623369216918945,19.042936325073242,1.5804328918457031,2,0,0.6409378051757812,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_145012_beam3,20260202_145012,val,3,2160.0,5.12,71,36,data/raw/IQ_Data/20260202_145012_beam3.mat,64,8,28,-63,61.2064208984375,37,73,1,2,1,2,19.800373077392578,18.79167938232422,1.0086936950683594,64,24,28,-47,62.79969787597656,37,71,1,0,1,0,19.011531829833984,17.665584564208984,1.345947265625,2,0,0.7888412475585938,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_145012_beam4,20260202_145012,val,4,2160.0,5.12,71,36,data/raw/IQ_Data/20260202_145012_beam4.mat,64,8,28,-63,61.90550994873047,36,71,0,0,0,0,12.631482124328613,12.631482124328613,0.0,64,8,28,-63,61.180397033691406,37,75,1,4,1,4,12.351073265075684,11.125393867492676,1.2256793975830078,-4,-1,0.2804088592529297,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_145020_beam1,20260202_145020,val,1,2220.0,2.56,73,50,data/raw/IQ_Data/20260202_145020_beam1.mat,64,8,14,-65,60.35778045654297,50,68,0,-5,0,5,23.752544403076172,22.52484130859375,1.2277030944824219,64,8,14,-65,59.88357925415039,50,70,0,-3,0,3,24.608144760131836,24.596956253051758,0.011188507080078125,-2,0,-0.8556003570556641,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_145020_beam2,20260202_145020,val,2,2220.0,2.56,73,50,data/raw/IQ_Data/20260202_145020_beam2.mat,64,8,14,-65,60.78548049926758,50,68,0,-5,0,5,27.822582244873047,26.73759651184082,1.0849857330322266,64,8,14,-65,61.8035888671875,50,68,0,-5,0,5,29.01399803161621,28.693830490112305,0.32016754150390625,0,0,-1.191415786743164,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_145020_beam3,20260202_145020,val,3,2220.0,2.56,73,50,data/raw/IQ_Data/20260202_145020_beam3.mat,64,8,14,-65,61.206878662109375,50,68,0,-5,0,5,25.825916290283203,24.79477310180664,1.0311431884765625,64,8,14,-65,61.078392028808594,50,76,0,3,0,3,27.18989372253418,26.671674728393555,0.518218994140625,-8,0,-1.3639774322509766,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_145020_beam4,20260202_145020,val,4,2190.0,2.56,72,50,data/raw/IQ_Data/20260202_145020_beam4.mat,64,8,14,-64,61.90599822998047,50,68,0,-4,0,4,17.468185424804688,16.540903091430664,0.9272823333740234,64,8,14,-64,61.178138732910156,50,76,0,4,0,4,19.855384826660156,18.50545310974121,1.3499317169189453,-8,0,-2.3871994018554688,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_145028_beam1,20260202_145028,train,1,2250.0,2.56,74,50,data/raw/IQ_Data/20260202_145028_beam1.mat,64,8,14,-66,60.3578987121582,50,69,0,-5,0,5,14.035544395446777,13.638378143310547,0.39716625213623047,64,8,14,-66,59.88304901123047,50,73,0,-1,0,1,12.997386932373047,11.881893157958984,1.1154937744140625,-4,0,1.0381574630737305,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_145028_beam2,20260202_145028,train,2,2220.0,2.56,73,50,data/raw/IQ_Data/20260202_145028_beam2.mat,64,8,14,-65,60.7861328125,50,69,0,-4,0,4,17.3629207611084,16.37973976135254,0.9831809997558594,64,8,14,-65,61.8043327331543,50,73,0,0,0,0,16.045364379882812,16.045364379882812,0.0,-4,0,1.317556381225586,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_145028_beam3,20260202_145028,train,3,2250.0,2.56,74,50,data/raw/IQ_Data/20260202_145028_beam3.mat,64,8,14,-66,61.20606994628906,50,74,0,0,0,0,15.453922271728516,15.453922271728516,0.0,64,8,14,-66,61.079872131347656,50,69,0,-5,0,5,14.534707069396973,13.081794738769531,1.4529123306274414,5,0,0.919215202331543,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_145037_beam1,20260202_145037,test,1,2250.0,2.74,74,49,data/raw/IQ_Data/20260202_145037_beam1.mat,64,8,15,-66,60.3562126159668,49,76,0,2,0,2,18.12934684753418,17.454084396362305,0.675262451171875,64,8,15,-66,59.88378143310547,49,70,0,-4,0,4,17.37887191772461,16.92443084716797,0.4544410705566406,6,0,0.7504749298095703,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_145037_beam2,20260202_145037,test,2,2220.0,2.74,73,49,data/raw/IQ_Data/20260202_145037_beam2.mat,64,8,15,-65,60.78794479370117,49,78,0,5,0,5,20.85170555114746,20.429752349853516,0.4219532012939453,64,8,15,-65,61.802772521972656,49,78,0,5,0,5,20.614879608154297,19.47788429260254,1.1369953155517578,0,0,0.23682594299316406,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_145037_beam3,20260202_145037,test,3,2220.0,2.74,73,49,data/raw/IQ_Data/20260202_145037_beam3.mat,64,8,15,-65,61.203514099121094,49,77,0,4,0,4,17.992019653320312,17.477680206298828,0.5143394470214844,64,8,15,-65,61.075782775878906,49,78,0,5,0,5,18.667509078979492,18.119384765625,0.5481243133544922,-1,0,-0.6754894256591797,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_145045_beam1,20260202_145045,train,1,2220.0,-3.84,73,85,data/raw/IQ_Data/20260202_145045_beam1.mat,64,24,-21,-49,62.73841094970703,85,70,0,-3,0,3,14.638656616210938,12.941361427307129,1.6972951889038086,64,24,-21,-49,62.601600646972656,85,74,0,1,0,1,16.778919219970703,15.086740493774414,1.692178726196289,-4,0,-2.1402626037597656,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_145045_beam2,20260202_145045,train,2,2250.0,-4.02,74,86,data/raw/IQ_Data/20260202_145045_beam2.mat,64,8,-22,-66,60.78719711303711,86,75,0,1,0,1,22.53870391845703,20.973018646240234,1.5656852722167969,64,8,-22,-66,61.803165435791016,86,78,0,4,0,4,20.513914108276367,19.964813232421875,0.5491008758544922,-3,0,2.024789810180664,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145045_beam3,20260202_145045,train,3,2250.0,-3.84,74,85,data/raw/IQ_Data/20260202_145045_beam3.mat,64,24,-21,-50,63.26464080810547,85,70,0,-4,0,4,15.389939308166504,13.682973861694336,1.706965446472168,64,24,-21,-50,63.944759368896484,85,71,0,-3,0,3,16.79922866821289,16.745525360107422,0.05370330810546875,-1,0,-1.4092893600463867,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_145045_beam4,20260202_145045,train,4,2250.0,-4.02,74,86,data/raw/IQ_Data/20260202_145045_beam4.mat,64,8,-22,-66,61.90400695800781,86,72,0,-2,0,2,7.858412742614746,-7.44882869720459,15.307241439819336,64,8,-22,-66,61.179351806640625,85,74,-1,0,1,0,8.985580444335938,6.590757846832275,2.394822597503662,-2,1,-1.1271677017211914,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145053_beam1,20260202_145053,train,1,2220.0,-3.65,73,84,data/raw/IQ_Data/20260202_145053_beam1.mat,64,8,-20,-65,60.35761260986328,84,77,0,4,0,4,23.842697143554688,22.81377601623535,1.028921127319336,64,8,-20,-65,59.88432312011719,84,77,0,4,0,4,20.621612548828125,19.561540603637695,1.0600719451904297,0,0,3.2210845947265625,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_145053_beam2,20260202_145053,train,2,2220.0,-3.65,73,84,data/raw/IQ_Data/20260202_145053_beam2.mat,64,8,-20,-65,60.7859001159668,84,77,0,4,0,4,27.329914093017578,26.903074264526367,0.42683982849121094,64,8,-20,-65,61.80218505859375,84,77,0,4,0,4,24.351442337036133,23.20022964477539,1.1512126922607422,0,0,2.9784717559814453,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_145053_beam3,20260202_145053,train,3,2220.0,-3.47,73,83,data/raw/IQ_Data/20260202_145053_beam3.mat,64,8,-19,-65,61.207427978515625,84,73,1,0,1,0,24.848718643188477,21.340599060058594,3.508119583129883,64,8,-19,-65,61.07786178588867,84,77,1,4,1,4,22.160547256469727,17.654109954833984,4.506437301635742,-4,0,2.68817138671875,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_145053_beam4,20260202_145053,train,4,2220.0,-3.65,73,84,data/raw/IQ_Data/20260202_145053_beam4.mat,64,8,-20,-65,61.90586853027344,84,73,0,0,0,0,16.908363342285156,16.908363342285156,0.0,64,8,-20,-65,61.179405212402344,84,71,0,-2,0,2,14.448882102966309,12.279816627502441,2.169065475463867,2,0,2.4594812393188477,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_145102_beam1,20260202_145102,train,1,2160.0,-5.12,71,92,data/raw/IQ_Data/20260202_145102_beam1.mat,64,24,-28,-47,62.67962646484375,92,71,0,0,0,0,25.58861541748047,25.58861541748047,0.0,64,24,-28,-47,63.77679443359375,92,72,0,1,0,1,25.762128829956055,25.436134338378906,0.32599449157714844,-1,0,-0.17351341247558594,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145102_beam2,20260202_145102,train,2,2190.0,-5.12,72,92,data/raw/IQ_Data/20260202_145102_beam2.mat,64,24,-28,-48,61.66591262817383,92,76,0,4,0,4,30.10331153869629,29.763954162597656,0.3393573760986328,64,24,-28,-48,64.44855499267578,92,72,0,0,0,0,30.311744689941406,30.311744689941406,0.0,4,0,-0.2084331512451172,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145102_beam3,20260202_145102,train,3,2190.0,-4.93,72,91,data/raw/IQ_Data/20260202_145102_beam3.mat,64,24,-27,-48,61.987892150878906,92,76,1,4,1,4,28.77242088317871,26.033096313476562,2.7393245697021484,64,24,-27,-48,64.2318344116211,92,72,1,0,1,0,28.812658309936523,26.277976989746094,2.5346813201904297,4,0,-0.0402374267578125,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145102_beam4,20260202_145102,train,4,2160.0,-5.12,71,92,data/raw/IQ_Data/20260202_145102_beam4.mat,64,8,-28,-63,61.90241241455078,92,74,0,3,0,3,21.52065086364746,20.355093002319336,1.165557861328125,64,24,-28,-47,61.35994338989258,92,74,0,3,0,3,21.6057186126709,21.241737365722656,0.3639812469482422,0,0,-0.0850677490234375,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145102_beam5,20260202_145102,train,5,2190.0,-4.93,72,91,data/raw/IQ_Data/20260202_145102_beam5.mat,64,24,-27,-48,55.031166076660156,92,74,1,2,1,2,11.670724868774414,9.445324897766113,2.225399971008301,64,8,-27,-64,55.59676742553711,92,71,1,-1,1,1,11.73396110534668,6.264619827270508,5.469341278076172,3,0,-0.06323623657226562,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145110_beam1,20260202_145110,test,1,2130.0,-5.3,70,93,data/raw/IQ_Data/20260202_145110_beam1.mat,64,8,-29,-62,60.3558349609375,93,74,0,4,0,4,22.398658752441406,21.304325103759766,1.0943336486816406,64,24,-29,-46,62.42420196533203,93,66,0,-4,0,4,19.99333381652832,19.24045753479004,0.7528762817382812,8,0,2.405324935913086,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145110_beam2,20260202_145110,test,2,2130.0,-5.3,70,93,data/raw/IQ_Data/20260202_145110_beam2.mat,64,8,-29,-62,60.78528594970703,93,66,0,-4,0,4,21.62845802307129,20.923336029052734,0.7051219940185547,64,8,-29,-62,61.798667907714844,93,71,0,1,0,1,19.284008026123047,18.719871520996094,0.5641365051269531,-5,0,2.344449996948242,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145110_beam3,20260202_145110,test,3,2130.0,-5.3,70,93,data/raw/IQ_Data/20260202_145110_beam3.mat,64,8,-29,-62,61.20421600341797,93,66,0,-4,0,4,26.93741798400879,26.743181228637695,0.19423675537109375,64,24,-29,-46,61.38438415527344,93,66,0,-4,0,4,24.774608612060547,23.951351165771484,0.8232574462890625,0,0,2.162809371948242,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145110_beam4,20260202_145110,test,4,2130.0,-5.3,70,93,data/raw/IQ_Data/20260202_145110_beam4.mat,64,8,-29,-62,61.903167724609375,93,70,0,0,0,0,20.460956573486328,20.460956573486328,0.0,64,8,-29,-62,61.177146911621094,93,71,0,1,0,1,18.001750946044922,16.8553466796875,1.1464042663574219,-1,0,2.4592056274414062,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145118_beam1,20260202_145118,val,1,2070.0,-4.93,68,91,data/raw/IQ_Data/20260202_145118_beam1.mat,64,26,-27,-42,62.267608642578125,91,65,0,-3,0,3,18.761913299560547,17.294401168823242,1.4675121307373047,64,24,-27,-44,61.43448257446289,91,73,0,5,0,5,25.730878829956055,25.443002700805664,0.2878761291503906,-8,0,-6.968965530395508,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_145118_beam2,20260202_145118,val,2,2070.0,-4.93,68,91,data/raw/IQ_Data/20260202_145118_beam2.mat,64,8,-27,-60,60.78569412231445,91,65,0,-3,0,3,24.735830307006836,24.200664520263672,0.5351657867431641,64,8,-27,-60,61.8010368347168,91,73,0,5,0,5,32.26927185058594,31.913698196411133,0.3555736541748047,-8,0,-7.533441543579102,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_145118_beam3,20260202_145118,val,3,2100.0,-4.93,69,91,data/raw/IQ_Data/20260202_145118_beam3.mat,64,8,-27,-61,61.20532989501953,91,65,0,-4,0,4,24.6982364654541,24.353273391723633,0.34496307373046875,64,8,-27,-61,61.075992584228516,91,73,0,4,0,4,32.56325149536133,31.881221771240234,0.6820297241210938,-8,0,-7.865015029907227,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145118_beam4,20260202_145118,val,4,2100.0,-4.93,69,91,data/raw/IQ_Data/20260202_145118_beam4.mat,64,8,-27,-61,61.90595626831055,91,73,0,4,0,4,18.20676040649414,17.375411987304688,0.8313484191894531,64,8,-27,-61,61.18086242675781,91,65,0,-4,0,4,22.405696868896484,22.20417022705078,0.20152664184570312,8,0,-4.198936462402344,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_145126_beam1,20260202_145126,train,1,2040.0,-4.75,67,90,data/raw/IQ_Data/20260202_145126_beam1.mat,64,8,-26,-59,60.35370635986328,90,68,0,1,0,1,16.380117416381836,14.949994087219238,1.4301233291625977,64,8,-26,-59,59.88014602661133,90,67,0,0,0,0,24.951963424682617,24.951963424682617,0.0,1,0,-8.571846008300781,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_145126_beam2,20260202_145126,train,2,2070.0,-4.75,68,90,data/raw/IQ_Data/20260202_145126_beam2.mat,64,8,-26,-60,60.78260040283203,90,69,0,1,0,1,23.101238250732422,23.004199981689453,0.09703826904296875,64,8,-26,-60,61.800689697265625,90,65,0,-3,0,3,32.011436462402344,31.93812370300293,0.07331275939941406,4,0,-8.910198211669922,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_145126_beam3,20260202_145126,train,3,2040.0,-4.75,67,90,data/raw/IQ_Data/20260202_145126_beam3.mat,64,8,-26,-59,61.204219818115234,90,67,0,0,0,0,24.092693328857422,24.092693328857422,0.0,64,8,-26,-59,61.077049255371094,90,70,0,3,0,3,33.07807159423828,32.87284851074219,0.20522308349609375,-3,0,-8.98537826538086,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_145126_beam4,20260202_145126,train,4,2070.0,-4.75,68,90,data/raw/IQ_Data/20260202_145126_beam4.mat,64,8,-26,-60,61.90526580810547,90,67,0,-1,0,1,19.553165435791016,18.16364860534668,1.389516830444336,64,8,-26,-60,61.1795768737793,90,70,0,2,0,2,28.220611572265625,28.040658950805664,0.17995262145996094,-3,0,-8.66744613647461,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_145126_beam5,20260202_145126,train,5,2070.0,-4.75,68,90,data/raw/IQ_Data/20260202_145126_beam5.mat,64,8,-26,-60,54.81616973876953,90,65,0,-3,0,3,12.299551963806152,6.5760040283203125,5.72354793548584,64,8,-26,-60,55.59442901611328,90,71,0,3,0,3,18.932188034057617,18.21480941772461,0.7173786163330078,-6,0,-6.632636070251465,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_145135_beam1,20260202_145135,train,1,2070.0,4.57,68,39,data/raw/IQ_Data/20260202_145135_beam1.mat,64,24,25,-44,61.122093200683594,39,69,0,1,0,1,27.237834930419922,26.843168258666992,0.3946666717529297,64,24,25,-44,63.93474578857422,39,63,0,-5,0,5,25.64376449584961,25.452119827270508,0.19164466857910156,6,0,1.5940704345703125,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_145135_beam2,20260202_145135,train,2,2040.0,4.57,67,39,data/raw/IQ_Data/20260202_145135_beam2.mat,64,24,25,-43,61.34193801879883,39,63,0,-4,0,4,34.164329528808594,33.85480499267578,0.3095245361328125,64,24,25,-43,64.66453552246094,39,63,0,-4,0,4,32.694862365722656,32.34401321411133,0.3508491516113281,0,0,1.4694671630859375,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_145135_beam3,20260202_145135,train,3,2070.0,4.57,68,39,data/raw/IQ_Data/20260202_145135_beam3.mat,64,8,25,-60,61.20512008666992,39,63,0,-5,0,5,35.0222282409668,34.76336669921875,0.2588615417480469,64,24,25,-44,63.24237060546875,39,63,0,-5,0,5,33.61081314086914,33.51554489135742,0.09526824951171875,0,0,1.4114151000976562,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_145135_beam4,20260202_145135,train,4,2070.0,4.39,68,40,data/raw/IQ_Data/20260202_145135_beam4.mat,64,8,24,-60,61.90571212768555,39,63,-1,-5,1,5,31.67078399658203,27.5865478515625,4.084236145019531,64,8,24,-60,61.17837905883789,39,63,-1,-5,1,5,31.119029998779297,27.03192710876465,4.087102890014648,0,0,0.5517539978027344,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_145135_beam5,20260202_145135,train,5,2070.0,4.57,68,39,data/raw/IQ_Data/20260202_145135_beam5.mat,64,8,25,-60,54.816162109375,39,67,0,-1,0,1,20.963268280029297,20.59333038330078,0.3699378967285156,64,8,25,-60,55.59741973876953,39,71,0,3,0,3,21.208148956298828,20.918787002563477,0.28936195373535156,-4,0,-0.24488067626953125,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_145143_beam1,20260202_145143,train,1,2070.0,5.85,68,32,data/raw/IQ_Data/20260202_145143_beam1.mat,64,8,32,-60,60.35809326171875,32,65,0,-3,0,3,29.405977249145508,28.413501739501953,0.9924755096435547,64,8,32,-60,59.884891510009766,32,73,0,5,0,5,35.08659362792969,34.51942825317383,0.5671653747558594,-8,0,-5.68061637878418,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_145143_beam2,20260202_145143,train,2,2070.0,5.85,68,32,data/raw/IQ_Data/20260202_145143_beam2.mat,64,8,32,-60,60.786598205566406,32,73,0,5,0,5,33.39483642578125,32.59028625488281,0.8045501708984375,64,8,32,-60,61.803470611572266,32,73,0,5,0,5,39.419769287109375,38.825008392333984,0.5947608947753906,0,0,-6.024932861328125,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_145143_beam3,20260202_145143,train,3,2100.0,5.85,69,32,data/raw/IQ_Data/20260202_145143_beam3.mat,64,8,32,-61,61.20659255981445,32,73,0,4,0,4,33.217529296875,32.5578498840332,0.6596794128417969,64,8,32,-61,61.07744598388672,32,73,0,4,0,4,39.35490417480469,38.63644027709961,0.7184638977050781,0,0,-6.1373748779296875,"[2100.0, 2400.0)","[4.0, 6.0)"
